id,stock_code,stock_name,trade_date,is_open,open,close,high,low,volume,amount,float_cap,turnover_rate,pe_ttm,pb,created_at
mm1m2ew8izf49umj4,002230,科大讯飞,2026-01-29,1,58.510,61.000,63.050,58.510,2066289.000,126043629,129741000000,0.10,,,2026-02-25T05:45:51.848Z
mm1m2ew84a7ahbrdv,002230,科大讯飞,2026-01-30,1,60.680,59.600,61.210,58.680,1316309.000,78452016,129741000000,0.06,,,2026-02-25T05:45:51.848Z
mm1m2ew8x8eqpt9t7,002230,科大讯飞,2026-02-02,1,59.600,57.000,60.250,56.850,1008381.000,57477717,129741000000,0.04,,,2026-02-25T05:45:51.848Z
mm1m2ew8fw2yqc062,002230,科大讯飞,2026-02-03,1,57.990,58.120,58.140,56.480,78213100,4545745372,129741000000,3.50,,,2026-02-25T05:45:51.848Z
mm1m2ew87f9oluw08,002230,科大讯飞,2026-02-04,1,57.420,56.930,58.280,56.350,68123700,3878282241,129741000000,2.99,,,2026-02-25T05:45:51.848Z
mm1m2ew80kk5wkgx2,002230,科大讯飞,2026-02-05,1,56.150,55.750,56.940,55.660,50414800,2810625100,129741000000,2.17,,,2026-02-25T05:45:51.848Z
mm1m2ew8e8184dugq,002230,科大讯飞,2026-02-06,1,55.250,54.810,55.640,54.320,49832700,2731330287,129741000000,2.11,,,2026-02-25T05:45:51.848Z
mm1m2ew8yfaru3hjw,002230,科大讯飞,2026-02-09,1,55.750,56.410,56.700,55.350,63447000,3579045270,129741000000,2.76,,,2026-02-25T05:45:51.848Z
mm1m2ew8e54csdq5h,002230,科大讯飞,2026-02-10,1,56.500,56.860,57.240,55.820,61844500,3516478270,129741000000,2.71,,,2026-02-25T05:45:51.848Z
mm1m2ew8h8dh02pqy,002230,科大讯飞,2026-02-11,1,56.510,56.470,57.160,56.380,41603400,2349343998,129741000000,1.81,,,2026-02-25T05:45:51.848Z
mm1m2ew8j7v68k6ey,002230,科大讯飞,2026-02-12,1,56.950,57.800,58.400,56.560,80709400,4665003320,129741000000,3.60,,,2026-02-25T05:45:51.848Z
mm1m2ew8m1m7qm2n7,002230,科大讯飞,2026-02-13,1,56.880,57.120,57.670,56.810,54681800,3123424416,129741000000,2.41,,,2026-02-25T05:45:51.848Z
mm1m2ew8sh63w6bl9,002230,科大讯飞,2026-02-24,1,58.400,57.160,58.450,55.860,74094200,4235224472,129741000000,3.26,,,2026-02-25T05:45:51.848Z
mm25r027wdgiclvfd,002230,科大讯飞,2026-02-25,1,56.700,56.120,57.120,55.960,57642500,3234897100,129741000000,2.49,,,2026-02-25T14:56:51.727Z
mm1m2fefprhlkh3qz,00700,腾讯控股,2026-01-09,1,616.000,611.000,617.000,610.000,17813669.000,10884151759,4758071080000,0.23,,,2026-02-25T05:45:52.503Z
mm1m2fefa2a97r4re,00700,腾讯控股,2026-01-12,1,616.000,623.000,627.500,613.500,27530129.000,17151270367,4758071080000,0.36,,,2026-02-25T05:45:52.503Z
mm1m2fef4p1yvjais,00700,腾讯控股,2026-01-13,1,637.000,627.500,639.000,622.500,24212695.000,15193466113,4758071080000,0.32,,,2026-02-25T05:45:52.503Z
mm1m2fefao6eecrxr,00700,腾讯控股,2026-01-14,1,634.000,633.000,638.500,626.000,28677291.000,18152725203,4758071080000,0.38,,,2026-02-25T05:45:52.503Z
mm1m2fefph27vb6em,00700,腾讯控股,2026-01-15,1,631.000,622.000,632.500,618.500,26194252.000,16292824744,4758071080000,0.34,,,2026-02-25T05:45:52.503Z
mm1m2fefc4jouf8qo,00700,腾讯控股,2026-01-16,1,627.000,617.500,630.000,613.500,20616793.000,12730869678,4758071080000,0.27,,,2026-02-25T05:45:52.503Z
mm1m2fefkgzb5l9mn,00700,腾讯控股,2026-01-19,1,613.500,610.000,614.500,608.500,13233330.000,8072331300,4758071080000,0.17,,,2026-02-25T05:45:52.503Z
mm1m2fefecbg1k9c8,00700,腾讯控股,2026-01-20,1,601.000,601.000,607.000,598.000,24332228.000,14623669028,4758071080000,0.31,,,2026-02-25T05:45:52.503Z
mm1m2fefcnangczc9,00700,腾讯控股,2026-01-21,1,598.000,602.500,606.000,598.000,16003431.000,9642067178,4758071080000,0.20,,,2026-02-25T05:45:52.503Z
mm1m2fefhh5v45qal,00700,腾讯控股,2026-01-22,1,604.500,597.500,605.500,596.000,27168713.000,16233306018,4758071080000,0.34,,,2026-02-25T05:45:52.503Z
mm1m2fefqbj8rfite,00700,腾讯控股,2026-01-23,1,597.500,595.000,602.000,595.000,19177660.000,11410707700,4758071080000,0.24,,,2026-02-25T05:45:52.503Z
mm1m2fefdjxacdl99,00700,腾讯控股,2026-01-26,1,595.000,599.500,605.000,594.000,17439619.000,10455051591,4758071080000,0.22,,,2026-02-25T05:45:52.503Z
mm1m2fefgkunyzddh,00700,腾讯控股,2026-01-27,1,600.000,607.000,610.500,598.500,23887447.000,14499680329,4758071080000,0.30,,,2026-02-25T05:45:52.503Z
mm1m2fefovf1l4oez,00700,腾讯控股,2026-01-28,1,613.000,621.000,623.000,610.500,25577066.000,15883357986,4758071080000,0.33,,,2026-02-25T05:45:52.503Z
mm1m2fefqbbftihoq,00700,腾讯控股,2026-01-29,1,614.500,622.000,625.000,612.500,22951530.000,14275851660,4758071080000,0.30,,,2026-02-25T05:45:52.503Z
mm1m2fef893lx2cuq,00700,腾讯控股,2026-01-30,1,615.000,606.000,619.500,605.500,21479886.000,13016810916,4758071080000,0.27,,,2026-02-25T05:45:52.503Z
mm1m2fef9wmwglsmd,00700,腾讯控股,2026-02-02,1,598.000,598.500,604.500,590.500,27926332.000,16713909702,4758071080000,0.35,,,2026-02-25T05:45:52.503Z
mm1m2fefed9r4pc18,00700,腾讯控股,2026-02-03,1,598.500,581.000,601.500,561.000,65128647.000,37839743907,4758071080000,0.80,,,2026-02-25T05:45:52.503Z
mm1m2fefpx20e5dzt,00700,腾讯控股,2026-02-04,1,572.000,558.000,574.500,558.000,60374834.000,33689157372,4758071080000,0.71,,,2026-02-25T05:45:52.503Z
mm1m2feft5kxezhth,00700,腾讯控股,2026-02-05,1,550.000,558.500,561.500,541.000,79306977.000,44292946655,4758071080000,0.93,,,2026-02-25T05:45:52.503Z
mm1m2fefjakvhhfem,00700,腾讯控股,2026-02-06,1,546.000,547.500,557.500,543.000,35402860.000,19383065850,4758071080000,0.41,,,2026-02-25T05:45:52.503Z
mm1m2jf667ht006jv,002027,分众传媒,2026-01-06,1,7.240,7.450,7.490,7.210,1796406.000,13383225,104273000000,0.01,,,2026-02-25T05:45:57.712Z
mm1m2jf6uzlg1o54u,002027,分众传媒,2026-01-07,1,7.440,7.440,7.490,7.390,1161454.000,8641218,104273000000,0.01,,,2026-02-25T05:45:57.712Z
mm1m2jf66hz2s3qae,002027,分众传媒,2026-01-08,1,7.430,7.620,7.650,7.270,2219538.000,16912880,104273000000,0.02,,,2026-02-25T05:45:57.712Z
mm1m2jf6b9qteypob,002027,分众传媒,2026-01-09,1,7.570,7.710,7.740,7.550,1546760.000,11925520,104273000000,0.01,,,2026-02-25T05:45:57.712Z
mm1m2jf66ia8bm4hs,002027,分众传媒,2026-01-12,1,7.800,8.040,8.090,7.750,3153412.000,25353432,104273000000,0.02,,,2026-02-25T05:45:57.712Z
mm1m2jf645b74o0ld,002027,分众传媒,2026-01-13,1,8.120,8.020,8.320,7.910,3832766.000,30738783,104273000000,0.03,,,2026-02-25T05:45:57.712Z
mm1m2jf69yytlrpwn,002027,分众传媒,2026-01-14,1,7.900,7.800,8.150,7.680,3244524.000,25307287,104273000000,0.02,,,2026-02-25T05:45:57.712Z
mm1m2jf6ab57iziuf,002027,分众传媒,2026-01-15,1,7.730,7.570,7.850,7.520,2136685.000,16174705,104273000000,0.02,,,2026-02-25T05:45:57.712Z
mm1m2jf6rhcqbqxz8,002027,分众传媒,2026-01-16,1,7.590,7.430,7.610,7.370,2197486.000,16327321,104273000000,0.02,,,2026-02-25T05:45:57.712Z
mm1m2jf6qi0ykj4az,002027,分众传媒,2026-01-19,1,7.400,7.400,7.490,7.350,1604920.000,11876408,104273000000,0.01,,,2026-02-25T05:45:57.712Z
mm1m2jf6stdehwam4,002027,分众传媒,2026-01-20,1,7.410,7.440,7.470,7.350,1494238.000,11117131,104273000000,0.01,,,2026-02-25T05:45:57.712Z
mm1m2jf6ciowmdjpg,002027,分众传媒,2026-01-21,1,7.420,7.390,7.460,7.370,1336819.000,9879092,104273000000,0.01,,,2026-02-25T05:45:57.712Z
mm1m2jf6ghdychyc8,002027,分众传媒,2026-01-22,1,7.390,7.400,7.450,7.340,1424564.000,10541774,104273000000,0.01,,,2026-02-25T05:45:57.712Z
mm1m2jf6c4vp3gsi4,002027,分众传媒,2026-01-23,1,7.410,7.440,7.550,7.400,1863744.000,13866255,104273000000,0.01,,,2026-02-25T05:45:57.712Z
mm1m2jf6e764nbqc2,002027,分众传媒,2026-01-26,1,7.300,7.420,7.500,7.140,3352720.000,24877182,104273000000,0.02,,,2026-02-25T05:45:57.712Z
mm1m2jf6ww55o0nu1,002027,分众传媒,2026-01-27,1,7.440,7.260,7.450,7.260,1449174.000,10521003,104273000000,0.01,,,2026-02-25T05:45:57.712Z
mm1m2jf6puke2xdhl,002027,分众传媒,2026-01-28,1,7.250,7.140,7.330,7.120,2043675.000,14591840,104273000000,0.01,,,2026-02-25T05:45:57.712Z
mm1m2jf6l39al6mkk,002027,分众传媒,2026-01-29,1,7.130,7.360,7.430,7.090,2811390.000,20691830,104273000000,0.02,,,2026-02-25T05:45:57.712Z
mm1m2jf68i8wo9uiz,002027,分众传媒,2026-01-30,1,7.320,7.200,7.380,7.200,1417303.000,10204582,104273000000,0.01,,,2026-02-25T05:45:57.712Z
mm1m2jf6q7qppkcb3,002027,分众传媒,2026-02-02,1,7.180,7.360,7.450,7.170,2309956.000,17001276,104273000000,0.02,,,2026-02-25T05:45:57.712Z
mm1m2jf6r8n7w4rok,002027,分众传媒,2026-02-03,1,7.390,7.340,7.410,7.260,1344350.000,9867529,104273000000,0.01,,,2026-02-25T05:45:57.712Z
mm1m2jxf1hd40a133,002558,巨人网络,2026-01-06,1,44.400,45.400,45.800,43.820,29209200,1326097680,74778000000,1.77,,,2026-02-25T05:45:58.371Z
mm1m2jxf15c8l6afb,002558,巨人网络,2026-01-07,1,45.060,45.500,46.660,45.000,22179700,1009176350,74778000000,1.35,,,2026-02-25T05:45:58.371Z
mm1m2jxfk5h95x9uz,002558,巨人网络,2026-01-08,1,45.390,45.610,46.600,44.690,23710300,1081426783,74778000000,1.45,,,2026-02-25T05:45:58.371Z
mm1m2jxflh4e4ajh8,002558,巨人网络,2026-01-09,1,45.600,46.800,47.490,44.850,27823900,1302158520,74778000000,1.74,,,2026-02-25T05:45:58.371Z
mm1m2jxfgmch3h2qu,002558,巨人网络,2026-01-12,1,47.620,49.410,49.890,47.260,49936900,2467382229,74778000000,3.30,,,2026-02-25T05:45:58.371Z
mm1m2jxfwyyf7m058,002558,巨人网络,2026-01-13,1,50.000,48.950,51.300,48.220,47840400,2341787580,74778000000,3.13,,,2026-02-25T05:45:58.371Z
mm1m2jxfak2xqslov,002558,巨人网络,2026-01-14,1,48.720,47.020,50.000,45.600,51672400,2429636248,74778000000,3.25,,,2026-02-25T05:45:58.371Z
mm1m2jxfa0nz6br3a,002558,巨人网络,2026-01-15,1,47.470,46.050,48.000,45.660,37170000,1711678500,74778000000,2.29,,,2026-02-25T05:45:58.371Z
mm1m2jxfqfvhpx5w6,002558,巨人网络,2026-01-16,1,46.060,45.400,46.540,44.590,40240100,1826900540,74778000000,2.44,,,2026-02-25T05:45:58.371Z
mm1m2jxfluvuabi62,002558,巨人网络,2026-01-19,1,46.910,49.940,49.940,46.910,50369400,2515447836,74778000000,3.36,,,2026-02-25T05:45:58.371Z
mm1m2jxfk4s3ypl2h,002558,巨人网络,2026-01-20,1,51.800,51.140,53.350,50.400,69033600,3530378304,74778000000,4.72,,,2026-02-25T05:45:58.371Z
mm1m2jxfxszfa0p05,002558,巨人网络,2026-01-21,1,51.130,50.300,51.800,49.760,32904000,1655071200,74778000000,2.21,,,2026-02-25T05:45:58.371Z
mm1m2jxf5pkwddhqx,002558,巨人网络,2026-01-22,1,50.290,49.340,50.900,48.710,22686400,1119346976,74778000000,1.50,,,2026-02-25T05:45:58.371Z
mm1m2jxfj3t7o1kt8,002558,巨人网络,2026-01-23,1,49.800,49.810,50.500,48.150,40499000,2017255190,74778000000,2.70,,,2026-02-25T05:45:58.371Z
mm1m2jxfwbjj1hk9y,002558,巨人网络,2026-01-26,1,47.510,46.210,48.880,44.950,66545000,3075044450,74778000000,4.11,,,2026-02-25T05:45:58.371Z
mm1m2jxf3en5ke611,002558,巨人网络,2026-01-27,1,46.480,47.330,47.760,44.620,41988400,1987310972,74778000000,2.66,,,2026-02-25T05:45:58.371Z
mm1m2jxf0kmgcap1n,002558,巨人网络,2026-01-28,1,46.880,44.810,47.220,44.700,46752800,2094992968,74778000000,2.80,,,2026-02-25T05:45:58.371Z
mm1m2jxfx6p7bjlau,002558,巨人网络,2026-01-29,1,44.490,43.900,45.640,43.800,35875600,1574938840,74778000000,2.11,,,2026-02-25T05:45:58.371Z
mm1m2jxfhosfj03k1,002558,巨人网络,2026-01-30,1,43.680,43.980,44.850,43.400,32594200,1433492916,74778000000,1.92,,,2026-02-25T05:45:58.371Z
mm1m2jxfca4ofasgl,002558,巨人网络,2026-02-02,1,44.660,42.400,47.000,42.200,47860000,2029264000,74778000000,2.71,,,2026-02-25T05:45:58.371Z
mm1m2jxfg1hxm4kqc,002558,巨人网络,2026-02-03,1,42.910,43.200,43.530,40.000,63510000,2743632000,74778000000,3.67,,,2026-02-25T05:45:58.371Z
mm1m2kfp37m433c15,603986,兆易创新,2026-01-06,1,238.000,250.780,253.330,234.000,50753600,12727987808,218267000000,5.83,,,2026-02-25T05:45:59.028Z
mm1m2kfpdiusq4a77,603986,兆易创新,2026-01-07,1,270.000,262.500,273.770,256.780,54516200,14310502500,218267000000,6.56,,,2026-02-25T05:45:59.028Z
mm1m2kfpoo3hiy61i,603986,兆易创新,2026-01-08,1,259.000,258.750,267.000,256.910,31410900,8127570375,218267000000,3.72,,,2026-02-25T05:45:59.028Z
mm1m2kfpiy8rifmt5,603986,兆易创新,2026-01-09,1,254.550,250.050,254.550,244.320,39523800,9882926190,218267000000,4.53,,,2026-02-25T05:45:59.028Z
mm1m2kfpqy6y9xr0q,603986,兆易创新,2026-01-12,1,255.220,261.830,264.040,254.000,40381300,10573035779,218267000000,4.84,,,2026-02-25T05:45:59.028Z
mm1m2kfpmhsnmr0qc,603986,兆易创新,2026-01-13,1,266.000,263.500,275.000,257.490,46151800,12160999300,218267000000,5.57,,,2026-02-25T05:45:59.028Z
mm1m2kfpdpoooovi6,603986,兆易创新,2026-01-14,1,270.000,253.000,271.000,249.050,44732100,11317221300,218267000000,5.19,,,2026-02-25T05:45:59.028Z
mm1m2kfpexmedg0io,603986,兆易创新,2026-01-15,1,249.610,254.960,257.550,248.200,28389800,7238263408,218267000000,3.32,,,2026-02-25T05:45:59.028Z
mm1m2kfp4nnlasnbn,603986,兆易创新,2026-01-16,1,260.030,280.460,280.460,257.500,55336200,15519590652,218267000000,7.11,,,2026-02-25T05:45:59.028Z
mm1m2kfp5xpdgcqfb,603986,兆易创新,2026-01-19,1,280.600,288.450,292.000,278.880,46323000,13361869350,218267000000,6.12,,,2026-02-25T05:45:59.028Z
mm1m2kfp5kxoy5d74,603986,兆易创新,2026-01-20,1,282.900,292.000,297.100,282.880,38978200,11381634400,218267000000,5.21,,,2026-02-25T05:45:59.028Z
mm1m2kfp4sqzr0mqh,603986,兆易创新,2026-01-21,1,295.000,307.650,314.800,293.010,40465400,12449180310,218267000000,5.70,,,2026-02-25T05:45:59.028Z
mm1m2kfpe3slc0idb,603986,兆易创新,2026-01-22,1,320.000,301.470,320.020,296.700,45061700,13584750699,218267000000,6.22,,,2026-02-25T05:45:59.028Z
mm1m2kfpbbafrivk7,603986,兆易创新,2026-01-23,1,296.000,297.250,310.680,295.000,34938000,10385320500,218267000000,4.76,,,2026-02-25T05:45:59.028Z
mm1m2kfpwgintkdo3,603986,兆易创新,2026-01-26,1,300.000,292.600,308.000,290.500,27267500,7978470500,218267000000,3.66,,,2026-02-25T05:45:59.028Z
mm1m2kfpugxii1ev4,603986,兆易创新,2026-01-27,1,290.000,307.260,312.420,286.670,38004400,11677231944,218267000000,5.35,,,2026-02-25T05:45:59.028Z
mm1m2kfpee6a3kjo0,603986,兆易创新,2026-01-28,1,313.880,323.680,328.580,313.880,37718000,12208562240,218267000000,5.59,,,2026-02-25T05:45:59.028Z
mm1m2kfpew6zjdhia,603986,兆易创新,2026-01-29,1,329.880,307.500,331.070,306.990,33424600,10278064500,218267000000,4.71,,,2026-02-25T05:45:59.028Z
mm1m2kfpiyxzl3lyr,603986,兆易创新,2026-01-30,1,315.000,314.880,320.880,308.010,37619900,11845754112,218267000000,5.43,,,2026-02-25T05:45:59.028Z
mm1m2kfp56pazkmc3,603986,兆易创新,2026-02-02,1,300.800,283.390,306.090,283.390,41628800,11797185632,218267000000,5.40,,,2026-02-25T05:45:59.028Z
mm1m2kfp10gugigsi,603986,兆易创新,2026-02-03,1,294.010,292.570,296.600,285.200,30221400,8841874998,218267000000,4.05,,,2026-02-25T05:45:59.028Z
mm1m2ky1n8gzi6rba,300002,神州泰岳,2026-01-06,1,11.790,11.780,11.900,11.680,84219800,992109244,23547000000,4.21,,,2026-02-25T05:45:59.689Z
mm1m2ky107t0thsju,300002,神州泰岳,2026-01-07,1,11.740,11.720,11.980,11.660,69407700,813458244,23547000000,3.45,,,2026-02-25T05:45:59.689Z
mm1m2ky1id6ni34rl,300002,神州泰岳,2026-01-08,1,11.680,11.830,11.950,11.600,68182500,806598975,23547000000,3.43,,,2026-02-25T05:45:59.689Z
mm1m2ky1pfzqz5wq1,300002,神州泰岳,2026-01-09,1,11.800,12.310,12.340,11.780,1349094.000,16607347,23547000000,0.07,,,2026-02-25T05:45:59.689Z
mm1m2ky1fd02er5en,300002,神州泰岳,2026-01-12,1,12.500,13.280,13.390,12.480,2140958.000,28431922,23547000000,0.12,,,2026-02-25T05:45:59.689Z
mm1m2ky1ykskzgu9u,300002,神州泰岳,2026-01-13,1,13.500,13.150,13.920,12.780,2219384.000,29184900,23547000000,0.12,,,2026-02-25T05:45:59.689Z
mm1m2ky19tgaf9tfh,300002,神州泰岳,2026-01-14,1,13.130,13.380,13.990,13.090,2140785.000,28643703,23547000000,0.12,,,2026-02-25T05:45:59.689Z
mm1m2ky18iwi49mnt,300002,神州泰岳,2026-01-15,1,13.220,13.140,13.480,12.880,1263486.000,16602206,23547000000,0.07,,,2026-02-25T05:45:59.689Z
mm1m2ky13uieqqg2v,300002,神州泰岳,2026-01-16,1,13.190,12.700,13.200,12.540,1126070.000,14301089,23547000000,0.06,,,2026-02-25T05:45:59.689Z
mm1m2ky1sdu2fjaxt,300002,神州泰岳,2026-01-19,1,12.590,12.480,12.760,12.420,74519600,930004608,23547000000,3.95,,,2026-02-25T05:45:59.689Z
mm1m2ky1ix0jboi22,300002,神州泰岳,2026-01-20,1,12.560,12.300,12.680,12.210,66281700,815264910,23547000000,3.46,,,2026-02-25T05:45:59.689Z
mm1m2ky16a26x1dsy,300002,神州泰岳,2026-01-21,1,12.220,12.310,12.460,12.140,48393000,595717830,23547000000,2.53,,,2026-02-25T05:45:59.689Z
mm1m2ky144vf5kmf8,300002,神州泰岳,2026-01-22,1,12.310,12.340,12.460,12.240,47706500,588698210,23547000000,2.50,,,2026-02-25T05:45:59.689Z
mm1m2ky19eigax53t,300002,神州泰岳,2026-01-23,1,12.380,12.590,12.630,12.310,63117000,794643030,23547000000,3.37,,,2026-02-25T05:45:59.689Z
mm1m2ky13dhpn7nnt,300002,神州泰岳,2026-01-26,1,12.640,12.440,12.680,12.150,76932200,957036568,23547000000,4.06,,,2026-02-25T05:45:59.689Z
mm1m2ky1d2jqmdh26,300002,神州泰岳,2026-01-27,1,12.440,12.140,12.550,11.990,80554200,977927988,23547000000,4.15,,,2026-02-25T05:45:59.689Z
mm1m2ky1ra4p455yr,300002,神州泰岳,2026-01-28,1,12.140,12.610,12.760,12.100,1099639.000,13866448,23547000000,0.06,,,2026-02-25T05:45:59.689Z
mm1m2ky1quez2995p,300002,神州泰岳,2026-01-29,1,12.460,12.640,13.000,12.130,1284617.000,16237559,23547000000,0.07,,,2026-02-25T05:45:59.689Z
mm1m2ky138rnyuqqy,300002,神州泰岳,2026-01-30,1,12.530,12.230,12.580,12.160,81753000,999839190,23547000000,4.25,,,2026-02-25T05:45:59.689Z
mm1m2ky1o7ha9sa84,300002,神州泰岳,2026-02-02,1,12.170,11.840,12.430,11.820,76817800,909522752,23547000000,3.86,,,2026-02-25T05:45:59.689Z
mm1m2ky1pwcgn0jqa,300002,神州泰岳,2026-02-03,1,12.010,12.310,12.340,11.940,80141700,986544327,23547000000,4.19,,,2026-02-25T05:45:59.689Z
mm1m2lg4d4xk5ztp2,002517,恺英网络,2026-01-06,1,23.480,24.360,24.580,23.200,91231600,2222401776,49245000000,4.51,,,2026-02-25T05:46:00.340Z
mm1m2lg4y3gu1p3rh,002517,恺英网络,2026-01-07,1,24.380,24.240,24.660,23.820,50709200,1229191008,49245000000,2.50,,,2026-02-25T05:46:00.340Z
mm1m2lg4ulvx5gqlj,002517,恺英网络,2026-01-08,1,24.080,24.370,24.990,23.800,50404100,1228347917,49245000000,2.49,,,2026-02-25T05:46:00.340Z
mm1m2lg486qg1aji0,002517,恺英网络,2026-01-09,1,24.450,25.230,25.320,24.350,59638500,1504679355,49245000000,3.06,,,2026-02-25T05:46:00.340Z
mm1m2lg4twuzx67re,002517,恺英网络,2026-01-12,1,25.660,26.410,26.870,25.600,1008579.000,26636571,49245000000,0.05,,,2026-02-25T05:46:00.340Z
mm1m2lg417didryj8,002517,恺英网络,2026-01-13,1,26.550,26.330,27.650,26.000,96841800,2549844594,49245000000,5.18,,,2026-02-25T05:46:00.340Z
mm1m2lg4vj9i3ehuy,002517,恺英网络,2026-01-14,1,26.000,26.080,27.550,25.760,89755800,2340831264,49245000000,4.75,,,2026-02-25T05:46:00.340Z
mm1m2lg4be8kegda1,002517,恺英网络,2026-01-15,1,26.570,27.510,28.180,26.280,93947700,2584501227,49245000000,5.25,,,2026-02-25T05:46:00.340Z
mm1m2lg4n4t1cqt1a,002517,恺英网络,2026-01-16,1,27.380,26.330,28.000,26.220,76644700,2018054951,49245000000,4.10,,,2026-02-25T05:46:00.340Z
mm1m2lg4ke26ocxle,002517,恺英网络,2026-01-19,1,26.000,26.340,26.970,25.880,50429400,1328310396,49245000000,2.70,,,2026-02-25T05:46:00.340Z
mm1m2lg4xyq2n8hl8,002517,恺英网络,2026-01-20,1,26.520,25.560,26.850,25.300,57131900,1460291364,49245000000,2.97,,,2026-02-25T05:46:00.340Z
mm1m2lg45a3zy084x,002517,恺英网络,2026-01-21,1,25.400,25.580,26.070,25.350,39749600,1016794768,49245000000,2.06,,,2026-02-25T05:46:00.340Z
mm1m2lg4ve9jjrzzb,002517,恺英网络,2026-01-22,1,25.570,25.000,26.030,24.610,51687500,1292187500,49245000000,2.62,,,2026-02-25T05:46:00.340Z
mm1m2lg4xbmkcgbre,002517,恺英网络,2026-01-23,1,25.030,25.620,25.870,24.900,42035800,1076957196,49245000000,2.19,,,2026-02-25T05:46:00.340Z
mm1m2lg4040dwi2ao,002517,恺英网络,2026-01-26,1,25.600,24.680,25.600,24.400,52860200,1304589736,49245000000,2.65,,,2026-02-25T05:46:00.340Z
mm1m2lg4hbanlvcta,002517,恺英网络,2026-01-27,1,24.680,24.810,24.970,24.090,32501800,806369658,49245000000,1.64,,,2026-02-25T05:46:00.340Z
mm1m2lg4llfwdvdf2,002517,恺英网络,2026-01-28,1,24.700,24.780,25.320,24.520,26724700,662238066,49245000000,1.34,,,2026-02-25T05:46:00.340Z
mm1m2lg48m1crk6d1,002517,恺英网络,2026-01-29,1,24.550,25.110,25.600,24.400,58322800,1464485508,49245000000,2.97,,,2026-02-25T05:46:00.340Z
mm1m2lg4hv93fk7ai,002517,恺英网络,2026-01-30,1,24.920,24.920,25.570,24.530,43341600,1080072672,49245000000,2.19,,,2026-02-25T05:46:00.340Z
mm1m2lg46w6dggv2v,002517,恺英网络,2026-02-02,1,24.800,23.580,25.150,23.510,52549300,1239112494,49245000000,2.52,,,2026-02-25T05:46:00.340Z
mm1m2lg4zzndfcg9p,002517,恺英网络,2026-02-03,1,23.910,23.230,24.300,21.600,1219049.000,28318508,49245000000,0.06,,,2026-02-25T05:46:00.340Z
mm1m2ly2tyareu6a2,603444,吉比特,2026-01-06,1,438.000,448.990,449.980,435.880,2438700,1094951913,30516000000,3.59,,,2026-02-25T05:46:00.986Z
mm1m2ly2myja9ezzx,603444,吉比特,2026-01-07,1,446.300,446.800,454.820,444.110,1609700,719213960,30516000000,2.36,,,2026-02-25T05:46:00.986Z
mm1m2ly2i5023r1ol,603444,吉比特,2026-01-08,1,446.800,449.270,459.000,443.210,1703400,765286518,30516000000,2.51,,,2026-02-25T05:46:00.986Z
mm1m2ly2oszo84hya,603444,吉比特,2026-01-09,1,447.510,467.210,467.950,439.900,2256400,1054212644,30516000000,3.45,,,2026-02-25T05:46:00.986Z
mm1m2ly25wa6x4iqf,603444,吉比特,2026-01-12,1,469.110,476.070,480.600,461.180,2879200,1370700744,30516000000,4.49,,,2026-02-25T05:46:00.986Z
mm1m2ly2ybvpeo6kd,603444,吉比特,2026-01-13,1,477.350,480.000,493.930,471.010,2872600,1378848000,30516000000,4.52,,,2026-02-25T05:46:00.986Z
mm1m2ly2r4js9tsxq,603444,吉比特,2026-01-14,1,473.010,472.050,494.000,465.000,2908600,1373004630,30516000000,4.50,,,2026-02-25T05:46:00.986Z
mm1m2ly2bqc8mkydq,603444,吉比特,2026-01-15,1,470.000,472.590,480.990,467.000,1731800,818431362,30516000000,2.68,,,2026-02-25T05:46:00.986Z
mm1m2ly2551rfmu7d,603444,吉比特,2026-01-16,1,474.990,472.370,475.820,462.000,1613000,761932810,30516000000,2.50,,,2026-02-25T05:46:00.986Z
mm1m2ly2t4ph9qaf4,603444,吉比特,2026-01-19,1,470.000,475.800,482.500,468.000,1290600,614067480,30516000000,2.01,,,2026-02-25T05:46:00.986Z
mm1m2ly2noonuhlxu,603444,吉比特,2026-01-20,1,476.900,459.780,478.000,455.000,1614700,742406766,30516000000,2.43,,,2026-02-25T05:46:00.986Z
mm1m2ly2kbkxd7az4,603444,吉比特,2026-01-21,1,459.690,465.910,469.680,455.780,1212700,565009057,30516000000,1.85,,,2026-02-25T05:46:00.986Z
mm1m2ly2wejycxqlf,603444,吉比特,2026-01-22,1,466.870,456.880,472.510,453.260,1197500,547113800,30516000000,1.79,,,2026-02-25T05:46:00.986Z
mm1m2ly2vubyxxw1o,603444,吉比特,2026-01-23,1,459.000,455.920,460.000,453.260,1116900,509217048,30516000000,1.67,,,2026-02-25T05:46:00.986Z
mm1m2ly2kp5yqxdtu,603444,吉比特,2026-01-26,1,455.000,439.010,457.040,437.050,1698200,745526782,30516000000,2.44,,,2026-02-25T05:46:00.986Z
mm1m2ly20rqku488c,603444,吉比特,2026-01-27,1,442.000,451.380,451.980,434.000,1376400,621279432,30516000000,2.04,,,2026-02-25T05:46:00.986Z
mm1m2ly2xde9t7p6c,603444,吉比特,2026-01-28,1,449.000,446.000,454.080,444.170,1009200,450103200,30516000000,1.47,,,2026-02-25T05:46:00.986Z
mm1m2ly24p4wt5v8h,603444,吉比特,2026-01-29,1,461.860,475.500,490.000,461.000,3360500,1597917750,30516000000,5.24,,,2026-02-25T05:46:00.986Z
